appid,name,type,is_free,metacritic_score,recommendations_total,mat_supports_windows,mat_supports_mac,mat_supports_linux,mat_initial_price,mat_final_price,mat_discount_percent,mat_currency,created_at,updated_at,genre_id_csv
334070,Hektor,game,False,55.0,332.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
334100,Extreme Exorcism,game,False,75.0,,True,True,True,599.0,599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 32, 113, 122"
334120,Armikrog,game,False,57.0,1129.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:32.039986+00:00,"31, 113"
334140,Roche Fusion,game,False,85.0,,True,True,True,599.0,599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 32, 122"
334310,Plebby Quest: The Crusades,game,False,78.0,2558.0,True,True,True,1999.0,399.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 11, 31, 32, 113, 122, 144"
334940,Yoku's Island Express,game,False,84.0,2902.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
335000,Tormentum - Dark Sorrow,game,False,72.0,2385.0,True,True,True,1199.0,635.0,47.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 32, 113"
335120,Serpent in the Staglands,game,False,75.0,161.0,True,True,True,37995.0,37995.0,0.0,PHP,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:32.039986+00:00,"113, 144"
335300,DARK SOULS™ II: Scholar of the First Sin,game,False,79.0,76146.0,True,True,True,159995.0,159995.0,0.0,PHP,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"122, 144"
335670,LISA: The Painful,game,False,77.0,12830.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 144"
336080,Vietnam ‘65,game,False,81.0,381.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,5
336130,Shardlight,game,False,75.0,662.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 144"
336140,Unavowed,game,False,87.0,2145.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 144"
336420,Bloodsports.TV,game,False,69.0,241.0,True,True,True,999.0,99.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 32, 62, 113, 122"
336440,Super Cane Magic ZERO - Legend of the Cane Cane,game,False,75.0,361.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 32, 113, 122, 144"
336930,Redux: Dark Matters,game,False,61.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:01.211964+00:00,"31, 122"
337000,Deus Ex: Mankind Divided,game,False,83.0,29716.0,True,True,True,32500000.0,32500000.0,0.0,IDR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"122, 144"
337340,Finding Paradise,game,False,81.0,16962.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 144"
337480,Zombie Vikings,game,False,74.0,252.0,True,True,True,1199.0,95.0,92.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"113, 122"
337680,Star Hammer: The Vanguard Prophecy,game,False,69.0,145.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 11, 113"
337850,Avernum 2: Crystal Souls,game,False,78.0,230.0,True,True,True,1999.0,599.0,70.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 113, 144"
338140,Venetica - Gold Edition,game,False,61.0,623.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:01.211964+00:00,"31, 113, 122, 144"
338310,Warden: Melody of the Undergrowth,game,False,59.0,,True,True,True,5300.0,5300.0,0.0,AED,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122, 144"
338390,The Technomancer,game,False,56.0,2181.0,True,True,True,3900.0,3900.0,0.0,AED,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"122, 144"
338890,Harold,game,False,70.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"15, 31, 122"
339090,Pig Eat Ball,game,False,83.0,,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
339190,Dead Synchronicity: Tomorrow Comes Today,game,False,70.0,1075.0,True,True,True,999.0,99.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
339200,Oceanhorn: Monster of Uncharted Seas,game,False,74.0,1280.0,True,True,True,1499.0,749.0,50.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122, 144"
339230,ZOMBI,game,False,65.0,2766.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"113, 122"
339460,A Pixel Story,game,False,74.0,,True,True,True,1050.0,1050.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
339580,Ember,game,False,70.0,894.0,True,True,True,999.0,999.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 113, 144"
339690,Paperbound,game,False,68.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 122"
339830,The Church in the Darkness ™,game,False,65.0,120.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
339840,The Moment of Silence,game,False,70.0,,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:01.211964+00:00,"31, 113"
339850,Overclocked: A History of Violence,game,False,70.0,,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:32.039986+00:00,"31, 113"
340000,Headlander,game,False,74.0,609.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,122
340170,FINAL FANTASY TYPE-0™ HD,game,False,69.0,2478.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"122, 144"
341800,Keep Talking and Nobody Explodes,game,False,71.0,13441.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,31
341940,Hatred,game,False,43.0,20118.0,True,True,True,499.0,499.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 122"
342100,Sym,game,False,61.0,,True,True,True,699.0,699.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,31
342180,Arizona Sunshine®,game,False,81.0,7436.0,True,True,True,1999.0,1999.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
342990,15 Days,game,False,63.0,133.0,True,True,True,999.0,199.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:32.039986+00:00,"31, 32, 113"
343100,Overture,game,False,76.0,566.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 32, 113, 122, 144"
343710,Kholat,game,False,64.0,1986.0,True,True,True,1799.0,1799.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
343860,Tacoma,game,False,76.0,2944.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
344030,Ghost Pirates of Vooju Island,game,False,66.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:32.039986+00:00,"32, 113"
344410,Magnetic: Cage Closed,game,False,61.0,271.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
344500,Three Fourths Home: Extended Edition,game,False,77.0,,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
344740,CRYPTARK,game,False,80.0,894.0,True,True,True,1499.0,374.0,75.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 113, 122"
344850,Big Pharma,game,False,72.0,1410.0,True,True,True,2450.0,2450.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 11, 31"
345180,Victor Vran ARPG,game,False,75.0,3659.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122, 144"
345480,Lumo,game,False,77.0,,True,True,True,299.0,299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
345660,RIDE,game,False,68.0,2041.0,True,True,True,7900.0,7900.0,0.0,AED,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"11, 15, 62"
346090,I Can't Escape: Darkness,game,False,43.0,,True,True,True,1199.0,1199.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
346110,ARK: Survival Evolved,game,False,70.0,560232.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"16, 31, 113, 122, 144"
346940,Shadowrun: Hong Kong - Extended Edition,game,False,81.0,3456.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 113, 144"
347000,InnerSpace,game,False,65.0,152.0,True,True,True,26000000.0,26000000.0,0.0,VND,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
347440,Pneuma: Breath of Life,game,False,63.0,132.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
347470,Mayan Death Robots,game,False,69.0,,True,True,True,699.0,699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
347710,Perils of Man,game,False,61.0,175.0,True,True,True,999.0,199.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
347800,Ghost Song,game,False,79.0,900.0,True,True,True,22650000.0,22650000.0,0.0,VND,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122, 144"
347830,Fairy Fencer F,game,False,66.0,1944.0,True,True,True,12000000.0,8400000.0,30.0,VND,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,144
349270,Mosaic,game,False,70.0,421.0,True,True,True,1999.0,1999.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
349690,ARMED SEVEN,game,False,67.0,,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
349730,Popup Dungeon,game,False,73.0,597.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 31, 144"
350080,Wolfenstein: The Old Blood,game,False,76.0,16140.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,122
350090,No Pineapple Left Behind,game,False,59.0,,True,True,True,699.0,699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11, 31"
350110,TransOcean 2: Rivals,game,False,69.0,495.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11"
350640,Sherlock Holmes: The Devil's Daughter,game,False,65.0,11529.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"113, 122"
350740,The Bug Butcher,game,False,81.0,657.0,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
350970,Planet of the Eyes,game,False,66.0,166.0,True,True,True,999.0,149.0,85.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
351080,The Corporate Machine,game,False,80.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:09.372518+00:00,"5, 11"
351300,Ceres,game,False,74.0,125.0,True,True,True,26000000.0,26000000.0,0.0,VND,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11, 31, 122, 144"
351910,Valhalla Hills,game,False,69.0,671.0,True,True,True,1299.0,129.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11, 31"
351920,Crazy Machines 3,game,False,71.0,7368.0,True,True,True,999.0,99.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11"
351940,The Descendant,game,False,59.0,576.0,True,True,True,1499.0,149.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 32, 113"
351970,Tales of Zestiria,game,False,77.0,7035.0,True,True,True,4999.0,4999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,144
352120,Fair Strike,game,False,56.0,,True,True,True,399.0,399.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:32.039986+00:00,"11, 122"
352240,The Westport Independent,game,True,63.0,130.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"11, 31"
352400,LEGO® Jurassic World,game,False,72.0,6779.0,True,True,True,49995.0,9999.0,80.0,PHP,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"113, 122"
352550,Urban Empire,game,False,62.0,1901.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11"
353190,Bombshell,game,False,43.0,190.0,True,True,True,3499.0,3499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"113, 122"
353540,Stephen's Sausage Roll,game,False,90.0,1380.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:01.211964+00:00,31
353580,Rad Rodgers: World One,game,False,72.0,,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"31, 113, 122"
353640,Train Valley,game,False,69.0,2541.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11, 31, 32, 113, 122"
353700,The Deadly Tower of Monsters,game,False,73.0,1034.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
354140,Five Nights at Freddy's 3,game,False,68.0,9420.0,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:09.372518+00:00,"11, 31, 122"
354160,WRC 5 FIA World Rally Championship,game,False,65.0,1085.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,15
354180,Bunker - The Underground Game,game,False,70.0,,True,True,True,399.0,399.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
354400,Tadpole Treble,game,False,90.0,220.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
354740,Echoes of Aetheria,game,False,77.0,134.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 144"
355310,Blood Alloy: Reborn,game,False,48.0,,True,True,True,1079.0,1079.0,0.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
355530,Last Word,game,False,67.0,220.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 32, 113, 144"
355680,Overland,game,False,69.0,456.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,5
355790,Styx: Shards of Darkness,game,False,72.0,4393.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"113, 122"
355800,Space Run Galaxy,game,False,75.0,650.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 31"
356040,Sheltered,game,False,62.0,5228.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 31, 144"
356180,Time Machine VR,game,False,58.0,115.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:01.211964+00:00,"11, 31, 113"
356210,Tony Tough and the Night of Roasted Moths,game,False,68.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:32.039986+00:00,"32, 113"
356400,Thumper,game,False,86.0,3947.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
356420,Interloper,game,True,77.0,233.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"5, 31"
356570,Party Hard,game,False,64.0,9076.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 31, 122"
356650,Death's Gambit: Afterlife,game,False,81.0,4113.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122, 144"
356790,Galacide,game,False,76.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
357030,Excubitor,game,False,69.0,,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 122"
357310,Oriental Empires,game,False,74.0,2551.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11, 31"
357340,Cobalt,game,False,69.0,323.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
357720,Inside My Radio,game,False,68.0,337.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 32, 122"
358130,Curious Expedition,game,False,74.0,3804.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 31, 144"
358400,Shadow Warrior (Classic),game,False,73.0,,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:02:57.147788+00:00,122
358650,Gryphon Knight Epic,game,False,55.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
358810,Luckslinger,game,False,76.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
358830,Good Robot,game,False,67.0,151.0,True,True,True,899.0,899.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122, 144"
358930,Star Control III,game,False,89.0,,True,True,True,399.0,399.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:32.039986+00:00,"5, 31, 113, 122"
359100,Q.U.B.E. 2,game,False,76.0,952.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"11, 31, 113, 122"
359220,MX vs. ATV Unleashed,game,False,71.0,564.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:01.211964+00:00,"11, 15"
359230,Lethis - Path of Progress,game,False,65.0,1088.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11, 31"
359320,Elite Dangerous,game,False,80.0,77452.0,True,True,True,1999.0,599.0,70.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:09.372518+00:00,"5, 11, 16, 113, 122, 144"
359580,Uncanny Valley,game,False,67.0,257.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
359630,Independence War® 2: Edge of Chaos,game,False,83.0,,True,True,True,599.0,599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:01.211964+00:00,"11, 122"
359900,The Incredible Adventures of Van Helsing III,game,False,64.0,1173.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122, 144"
360170,How to Survive 2,game,False,69.0,8589.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"113, 122, 144"
360510,Into the Stars,game,False,61.0,392.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11, 31, 113, 122"
360740,Downwell,game,False,81.0,7595.0,True,True,True,299.0,299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
360830,Yooka-Laylee,game,False,73.0,2820.0,True,True,True,2999.0,599.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
360840,Lumini,game,False,69.0,,True,True,True,1299.0,1299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
361200,COAST GUARD,game,False,47.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"11, 113"
361280,Turmoil,game,False,73.0,12386.0,True,True,True,1299.0,389.0,70.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"5, 11, 31"
361300,Mother Russia Bleeds,game,False,70.0,4189.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
361550,Cradle,game,False,65.0,1826.0,True,True,True,1299.0,1299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
361990,Lakeview Cabin Collection,game,False,70.0,1547.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,31
362680,Fran Bow,game,False,70.0,17721.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
362860,Sylvio,game,False,60.0,116.0,True,True,True,1299.0,1299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
362890,Black Mesa,game,False,84.0,124021.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122"
362960,Tyranny,game,False,80.0,9466.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"113, 144"
363420,Leap of Fate,game,False,80.0,326.0,True,True,True,1599.0,1599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 122"
363440,Mega Man Legacy Collection,game,False,85.0,3471.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,122
363520,Goliath,game,False,57.0,196.0,True,True,True,1199.0,1199.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113, 122, 144"
363600,Holy Potatoes! A Weapon Shop?!,game,False,69.0,1169.0,True,True,True,999.0,99.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"11, 31"
363680,Battlefleet Gothic: Armada,game,False,77.0,4950.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,5
364360,Total War: WARHAMMER,game,False,86.0,32261.0,True,True,True,5999.0,1499.0,75.0,EUR,2025-09-07 12:36:43.243384+00:00,2025-09-29 02:01:37.107239+00:00,"13, 118"
364390,Downfall,game,False,75.0,1302.0,True,True,True,899.0,899.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
365160,Kona,game,False,73.0,2561.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:58.894995+00:00,"31, 113"
365360,Battle Brothers,game,False,80.0,22602.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:43.501803+00:00,"5, 11, 144"
365450,Hacknet,game,False,82.0,16274.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:43.501803+00:00,"11, 31"
